Song Name,Year,Artist,Genre,Rating,Mood,Play Count,Album,Duration,Language,Tempo,Energy,Danceability,Valence,Acousticness,Speechiness
Again the Sky,2021,BTS,K-Pop,4.41,Melancholic,173,BTS Sessions Vol. 1,171,Korean,86.5,0.895,1.0,0.622,0.227,0.075
Dreams the Storm,2020,J Balvin,Latin,3.77,Energetic,31,Balvin Sessions Vol. 2,227,Spanish,94.0,0.704,0.919,0.509,0.188,0.103
Dance in Sky (K-Pop),1995,BTS,K-Pop,4.77,Energetic,82,BTS Sessions Vol. 5,169,Korean,100.9,0.742,0.687,0.638,0.011,0.104
Feel the Sun,2010,Shreya Ghoshal,Bollywood,3.9,Calm,113,Ghoshal Sessions Vol. 1,189,Hindi,113.2,0.332,0.627,0.44,0.495,0.069
Home the Horizon,2006,A.R. Rahman,Bollywood,4.81,Calm,22,Rahman Sessions Vol. 5,205,Hindi,118.7,0.713,0.754,0.328,0.118,0.148
Hold and Silence,1997,Avicii,Electronic,4.63,Motivational,15,Avicii Sessions Vol. 3,230,English,127.4,0.857,0.701,0.528,0.11,0.016
Moon and Storm,1998,Zedd,Electronic,4.75,Romantic,33,Zedd Sessions Vol. 1,235,Instrumental,114.3,0.699,0.926,0.654,0.024,0.044
Hold in Stars,1997,BTS,K-Pop,4.08,Happy,7,BTS Sessions Vol. 1,205,Korean,106.4,0.801,0.978,0.879,0.18,0.031
Rush of Feel (Jazz),1992,Norah Jones,Jazz,4.51,Motivational,8,Jones Sessions Vol. 3,239,Instrumental,93.5,0.619,0.444,0.325,0.555,0.062
Love the Rush (Electronic),2022,Marshmello,Electronic,3.26,Melancholic,16,Marshmello Sessions Vol. 2,196,Instrumental,144.5,0.766,0.861,0.56,0.068,0.105
Alone for Waves,2011,Hans Zimmer,Classical,4.12,Calm,23,Zimmer Sessions Vol. 1,205,Instrumental,60.7,0.328,0.305,0.512,0.857,0.029
Love the Light,2012,Rosalía,Latin,3.29,Romantic,11,Rosalía Sessions Vol. 1,250,Spanish,127.4,0.561,0.779,0.734,0.346,0.105
Alone of Night,2009,Sonu Nigam,Bollywood,4.8,Romantic,9,Nigam Sessions Vol. 2,233,Hindi,137.1,0.597,0.806,0.42,0.335,0.154
Memories and Roads,2007,Sonu Nigam,Bollywood,3.98,Happy,2,Nigam Sessions Vol. 1,201,Hindi,120.8,0.759,0.619,0.783,0.269,0.0
Feel of Roads,2002,Shreya Ghoshal,Bollywood,4.26,Calm,13,Ghoshal Sessions Vol. 3,256,Hindi,111.7,0.34,0.754,0.5,0.114,0.034
Again of Silence,2006,J. Cole,Hip-Hop,4.04,Melancholic,9,Cole Sessions Vol. 5,244,English,102.8,0.464,0.556,0.445,0.051,0.116
BTS's Moon and Again,2008,BTS,K-Pop,4.11,Motivational,47,BTS Sessions Vol. 1,243,Korean,126.1,0.703,0.978,0.408,0.191,0.045
Sun with Heart,2019,Foo Fighters,Rock,4.49,Energetic,65,Fighters Sessions Vol. 6,223,English,150.6,0.911,0.519,0.423,0.167,0.035
Paradise the Memories,1991,Hans Zimmer,Classical,4.78,Sad,71,Zimmer Sessions Vol. 3,259,Instrumental,82.3,0.168,0.292,0.189,0.906,0.0
Rosalía's Dreams with Hold,1991,Rosalía,Latin,4.18,Happy,17,Rosalía Sessions Vol. 2,180,Spanish,84.0,0.731,0.841,0.711,0.257,0.112
Rush the Silence,2020,Calvin Harris,Electronic,4.13,Happy,18,Harris Sessions Vol. 3,263,Instrumental,122.7,0.632,0.725,0.415,0.055,0.055
Shakira's Light the Again,2023,Shakira,Latin,3.74,Happy,2,Shakira Sessions Vol. 6,252,Spanish,100.3,0.656,0.88,0.747,0.212,0.04
Feel and Run,2017,Max Richter,Classical,4.09,Romantic,16,Richter Sessions Vol. 3,165,Instrumental,98.0,0.296,0.192,0.906,0.883,0.048
Waves the Rush,1994,Hans Zimmer,Classical,4.81,Sad,24,Zimmer Sessions Vol. 6,177,Instrumental,89.4,0.381,0.34,0.047,0.872,0.016
Roads for Sky,1995,Linkin Park,Rock,5.0,Energetic,38,Park Sessions Vol. 4,199,English,150.3,1.0,0.604,0.289,0.2,0.0
Roads with Feel (Rock),2021,Foo Fighters,Rock,4.46,Romantic,2,Fighters Sessions Vol. 4,227,English,114.1,0.884,0.55,0.531,0.291,0.075
Feel the Moon,2023,Bad Bunny,Latin,3.89,Romantic,18,Bunny Sessions Vol. 5,178,Spanish,112.7,0.523,0.939,0.921,0.238,0.069
Linkin's Horizon with Sun (Rock),2000,Linkin Park,Rock,4.52,Romantic,11,Park Sessions Vol. 5,173,English,110.6,0.562,0.712,0.923,0.021,0.07
Home for Moon,1997,Sonu Nigam,Bollywood,3.92,Energetic,4,Nigam Sessions Vol. 1,208,Hindi,101.5,0.809,0.828,0.568,0.205,0.139
Again and Hold (Bollywood),2001,Arijit Singh,Bollywood,3.75,Motivational,22,Singh Sessions Vol. 3,244,Hindi,118.6,0.69,0.912,0.5,0.246,0.081
Stars in Heart (Classical),2012,Yiruma,Classical,2.99,Chill,333,Yiruma Sessions Vol. 6,219,Instrumental,79.4,0.414,0.192,0.522,0.804,0.073
Hold the Gravity,2021,SEVENTEEN,K-Pop,3.81,Happy,7,SEVENTEEN Sessions Vol. 3,201,Korean,106.0,0.879,0.71,0.89,0.262,0.155
Fire for Dreams,2001,The 1975,Indie,4.63,Happy,57,1975 Sessions Vol. 1,184,English,118.3,0.668,0.609,0.735,0.666,0.151
Again with Dreams,1998,Bad Bunny,Latin,4.49,Happy,34,Bunny Sessions Vol. 6,240,Spanish,117.7,0.809,0.812,0.844,0.104,0.102
Home of Light,2000,Arctic Monkeys,Indie,4.05,Melancholic,3,Monkeys Sessions Vol. 5,178,English,93.5,0.582,0.502,0.206,0.445,0.0
Horizon to Fire,2023,Bad Bunny,Latin,4.64,Melancholic,11,Bunny Sessions Vol. 4,179,Spanish,113.2,0.7,0.652,0.411,0.299,0.127
Memories to Dreams (Indie),2019,The 1975,Indie,4.34,Chill,85,1975 Sessions Vol. 4,212,English,102.7,0.655,0.567,0.476,0.577,0.003
Silence the Fire,2003,Linkin Park,Rock,3.42,Chill,17,Park Sessions Vol. 6,190,English,93.8,0.438,0.628,0.588,0.366,0.11
Rush for Night,2001,Shreya Ghoshal,Bollywood,4.19,Chill,30,Ghoshal Sessions Vol. 5,136,Hindi,98.7,0.498,0.579,0.697,0.325,0.079
Rush with Home,2000,Arctic Monkeys,Indie,4.12,Melancholic,25,Monkeys Sessions Vol. 3,255,English,90.8,0.456,0.602,0.345,0.641,0.028
Moon to Stars (Indie),1995,Tame Impala,Indie,4.15,Chill,28,Impala Sessions Vol. 2,225,English,121.0,0.578,0.703,0.615,0.48,0.074
River in Sky,2022,BTS,K-Pop,3.87,Romantic,14,BTS Sessions Vol. 5,259,Korean,101.3,0.334,0.734,0.854,0.413,0.126
Night with Hold,2017,A.R. Rahman,Bollywood,4.76,Happy,29,Rahman Sessions Vol. 1,207,Hindi,121.0,0.674,0.678,0.445,0.039,0.07
Glow with Paradise,2000,Sonu Nigam,Bollywood,4.62,Chill,81,Nigam Sessions Vol. 4,266,Hindi,102.5,0.607,0.739,0.47,0.0,0.124
Dreams with Night (Latin),1990,J Balvin,Latin,4.5,Romantic,12,Balvin Sessions Vol. 4,196,Spanish,119.7,0.813,0.738,0.639,0.135,0.087
Storm with Forever,2014,J Balvin,Latin,3.77,Energetic,72,Balvin Sessions Vol. 3,170,Spanish,107.6,0.706,0.63,0.659,0.311,0.054
Home and Heart,1990,Jamie Cullum,Jazz,3.84,Sad,24,Cullum Sessions Vol. 3,252,English,91.2,0.503,0.524,0.362,0.655,0.047
Storm to Feel,2001,Imagine Dragons,Rock,4.28,Energetic,23,Dragons Sessions Vol. 4,220,English,151.0,0.771,0.629,0.161,0.268,0.03
Hold in Waves,1992,Travis Scott,Hip-Hop,4.27,Energetic,11,Scott Sessions Vol. 2,222,English,96.7,0.779,0.678,0.401,0.249,0.09
Dance to Echoes,2009,The 1975,Indie,4.47,Chill,23,1975 Sessions Vol. 1,146,English,141.1,0.576,0.547,0.534,0.48,0.081
Waves to Glow,1999,Ludovico Einaudi,Classical,3.73,Sad,22,Einaudi Sessions Vol. 3,164,Instrumental,77.5,0.185,0.134,0.171,0.87,0.027
Fire the Run,2020,Phoebe Bridgers,Indie,4.04,Sad,25,Bridgers Sessions Vol. 4,279,English,110.7,0.718,0.662,0.554,0.42,0.101
Paradise the Dreams,1994,Dua Lipa,Pop,4.29,Calm,29,Lipa Sessions Vol. 3,236,English,97.5,1.0,0.557,0.651,0.228,0.181
Heart and Again,2022,TWICE,K-Pop,3.01,Happy,40,TWICE Sessions Vol. 2,208,Korean,133.5,0.674,0.592,0.852,0.363,0.089
Hans's Silence and Silence (Classical),2001,Hans Zimmer,Classical,3.39,Melancholic,10,Zimmer Sessions Vol. 5,193,Instrumental,70.9,0.281,0.197,0.33,1.0,0.031
Roads to Fire,1991,Yiruma,Classical,4.15,Melancholic,32,Yiruma Sessions Vol. 2,232,Instrumental,81.9,0.266,0.204,0.355,0.927,0.008
Memories to Paradise,2009,Nicki Minaj,Hip-Hop,4.38,Melancholic,16,Minaj Sessions Vol. 5,269,English,99.1,0.813,0.594,0.51,0.025,0.399
Sun of Feel,2016,Bad Bunny,Latin,4.19,Chill,13,Bunny Sessions Vol. 3,220,Spanish,110.0,0.512,0.823,0.615,0.332,0.057
Moon for Hold,2019,The Weeknd,Pop,4.7,Energetic,11,Weeknd Sessions Vol. 3,135,English,98.1,0.751,0.659,0.361,0.0,0.013
Moon with Roads,2000,The Weeknd,Pop,3.8,Energetic,46,Weeknd Sessions Vol. 5,171,English,121.9,0.404,0.857,0.653,0.018,0.117
Love and Forever,2001,Calvin Harris,Electronic,4.68,Happy,48,Harris Sessions Vol. 2,177,Instrumental,105.5,0.891,0.948,0.904,0.024,0.0
Fire to Light,2008,Marshmello,Electronic,3.98,Happy,24,Marshmello Sessions Vol. 6,156,English,119.8,0.961,0.739,0.674,0.032,0.0
Rush to Forever,2016,Rosalía,Latin,4.68,Energetic,62,Rosalía Sessions Vol. 4,190,Spanish,89.3,0.908,0.831,0.684,0.145,0.035
Home the Paradise,1994,Phoebe Bridgers,Indie,4.68,Melancholic,2,Bridgers Sessions Vol. 2,143,English,116.1,0.407,0.651,0.397,0.472,0.133
Waves the Paradise,2010,Lorde,Indie,3.83,Motivational,74,Lorde Sessions Vol. 3,168,English,141.3,0.679,0.579,0.616,0.34,0.037
Memories the Hold,2003,Lorde,Indie,4.02,Chill,9,Lorde Sessions Vol. 4,233,English,117.3,0.512,0.736,0.655,0.238,0.02
Stars with Waves,1999,Tame Impala,Indie,4.27,Motivational,15,Impala Sessions Vol. 6,140,English,115.6,0.437,0.459,0.176,0.478,0.016
Heart to Run,2014,Phoebe Bridgers,Indie,3.6,Happy,18,Bridgers Sessions Vol. 2,222,English,139.5,0.621,0.582,0.762,0.265,0.097
Feel the Gravity,1992,BLACKPINK,K-Pop,3.98,Happy,10,BLACKPINK Sessions Vol. 1,222,Korean,105.9,0.733,0.725,0.48,0.19,0.112
Rush and Waves,2008,Drake,Hip-Hop,4.0,Chill,29,Drake Sessions Vol. 6,201,English,113.8,0.524,0.749,0.693,0.229,0.0
Night for Dreams,2008,Lorde,Indie,3.87,Happy,7,Lorde Sessions Vol. 6,138,English,112.3,0.737,0.606,0.832,1.0,0.095
Rush of Memories,1997,Ed Sheeran,Pop,4.54,Happy,5,Sheeran Sessions Vol. 2,187,English,109.3,0.728,0.778,0.824,0.358,0.155
River to Heart,2000,Tame Impala,Indie,3.56,Chill,19,Impala Sessions Vol. 3,195,English,123.2,0.589,0.556,0.574,0.479,0.0
Light for Heart,2011,Rosalía,Latin,3.98,Motivational,18,Rosalía Sessions Vol. 3,185,Spanish,120.5,0.74,0.864,0.656,0.091,0.016
Forever for Alone,2008,Arctic Monkeys,Indie,4.87,Chill,21,Monkeys Sessions Vol. 6,228,English,113.1,0.527,0.766,0.594,0.679,0.021
Silence the Dreams,2001,Kanye West,Hip-Hop,4.29,Energetic,10,West Sessions Vol. 4,224,English,92.3,0.797,0.704,0.308,0.0,0.274
Stars and Home,2016,Nicki Minaj,Hip-Hop,4.06,Calm,117,Minaj Sessions Vol. 1,188,English,112.1,0.764,0.78,0.628,0.311,0.168
Moon the Gravity,2025,Max Richter,Classical,5.0,Calm,8,Richter Sessions Vol. 3,271,Instrumental,96.1,0.12,0.283,0.497,0.941,0.0
Silence with Hold,1998,Shakira,Latin,4.17,Chill,67,Shakira Sessions Vol. 6,232,Spanish,88.3,0.915,0.767,0.671,0.125,0.111
Fire and Fire,2014,Lorde,Indie,3.4,Chill,14,Lorde Sessions Vol. 2,195,English,100.0,0.635,0.478,0.541,0.445,0.071
Horizon with Memories,2009,Yiruma,Classical,3.64,Calm,8,Yiruma Sessions Vol. 5,233,Instrumental,100.1,0.201,0.202,0.582,0.896,0.051
Gravity the Dreams,2008,Arijit Singh,Bollywood,3.29,Happy,20,Singh Sessions Vol. 5,196,Hindi,86.8,0.719,0.538,0.758,0.042,0.121
Forever for Silence,1995,BLACKPINK,K-Pop,4.74,Happy,14,BLACKPINK Sessions Vol. 2,186,Korean,102.9,0.899,0.549,0.945,0.214,0.06
Echoes in Silence,2004,Sonu Nigam,Bollywood,3.96,Motivational,3,Nigam Sessions Vol. 1,214,Hindi,135.4,0.7,0.807,0.412,0.3,0.121
Stars for Love,2003,SEVENTEEN,K-Pop,4.12,Happy,97,SEVENTEEN Sessions Vol. 4,208,Korean,99.6,0.701,0.845,0.612,0.198,0.093
Dreams to Night,2014,Dua Lipa,Pop,3.52,Happy,5,Lipa Sessions Vol. 6,130,English,111.3,0.821,0.816,0.987,0.404,0.068
Sky for Fire,2005,Bad Bunny,Latin,3.13,Happy,5,Bunny Sessions Vol. 4,252,Spanish,117.2,0.782,0.816,0.759,0.162,0.074
Dance of Sun,2011,Diana Krall,Jazz,4.02,Motivational,3,Krall Sessions Vol. 4,273,English,95.2,0.5,0.552,0.38,0.626,0.055
Paradise and Silence (Hip-Hop),2010,J. Cole,Hip-Hop,4.66,Sad,6,Cole Sessions Vol. 2,249,English,110.9,0.673,0.678,0.466,0.0,0.409
Sun with Paradise,2003,Ariana Grande,Pop,3.95,Romantic,11,Grande Sessions Vol. 4,227,English,110.8,0.594,0.599,1.0,0.167,0.065
Stars in Rush,2022,David Guetta,Electronic,3.03,Melancholic,65,Guetta Sessions Vol. 2,263,English,109.4,0.697,0.825,0.64,0.128,0.049
Hold of Home,2002,Olivia Rodrigo,Pop,4.18,Happy,151,Rodrigo Sessions Vol. 5,298,English,125.8,0.7,0.594,0.749,0.352,0.068
Night and Echoes,1992,Dua Lipa,Pop,3.48,Calm,16,Lipa Sessions Vol. 6,211,English,108.5,0.809,0.751,0.574,0.26,0.095
Memories with River,1990,Ed Sheeran,Pop,4.73,Happy,19,Sheeran Sessions Vol. 2,280,English,109.2,1.0,0.617,0.701,0.42,0.13
Sun to Home,2004,Hans Zimmer,Classical,4.17,Melancholic,75,Zimmer Sessions Vol. 2,177,Instrumental,75.9,0.223,0.227,0.358,0.81,0.047
Again with Sun,1991,BLACKPINK,K-Pop,4.35,Motivational,22,BLACKPINK Sessions Vol. 1,218,Korean,103.1,0.694,0.757,0.571,0.327,0.0
Dance in Hold,1993,Kamasi Washington,Jazz,4.06,Calm,79,Washington Sessions Vol. 3,280,Instrumental,94.0,0.381,0.468,0.596,0.558,0.096
Rush of Paradise,2021,Avicii,Electronic,3.63,Happy,23,Avicii Sessions Vol. 4,226,Instrumental,142.4,0.799,0.991,0.851,0.063,0.095
Light the Moon (K-Pop),2018,BLACKPINK,K-Pop,3.86,Calm,6,BLACKPINK Sessions Vol. 3,190,Korean,126.1,0.929,0.664,0.659,0.279,0.088
Ludovico's Stars and Sun,2000,Ludovico Einaudi,Classical,3.78,Sad,11,Einaudi Sessions Vol. 1,141,Instrumental,103.9,0.303,0.241,0.215,0.979,0.025
Light for Rush,2004,Coldplay,Rock,4.91,Happy,18,Coldplay Sessions Vol. 4,293,English,98.2,0.706,0.544,0.712,0.0,0.061
Heart with Hold,1992,Ed Sheeran,Pop,3.49,Happy,66,Sheeran Sessions Vol. 6,231,English,93.8,0.785,0.743,1.0,0.433,0.0
Paradise the Hold,2004,Shreya Ghoshal,Bollywood,4.85,Romantic,46,Ghoshal Sessions Vol. 2,203,Hindi,102.7,0.559,0.578,0.731,0.405,0.009
Silence and Echoes (Classical),2004,Max Richter,Classical,3.93,Calm,23,Richter Sessions Vol. 3,201,Instrumental,89.8,0.209,0.149,0.518,0.815,0.015
Forever and Night,2016,Shakira,Latin,4.51,Happy,7,Shakira Sessions Vol. 3,240,Spanish,91.5,0.875,0.83,0.816,0.156,0.057
Rush to River,2024,Drake,Hip-Hop,4.32,Happy,35,Drake Sessions Vol. 5,157,English,92.6,0.745,0.687,0.745,0.133,0.393
River for Home,1999,Avicii,Electronic,4.12,Happy,84,Avicii Sessions Vol. 4,183,Instrumental,111.1,0.78,0.76,0.719,0.05,0.046
Moon with Waves,2023,Max Richter,Classical,4.38,Sad,2,Richter Sessions Vol. 6,248,Instrumental,89.6,0.166,0.241,0.293,0.983,0.057
Paradise and Sky,2007,Hans Zimmer,Classical,4.28,Sad,26,Zimmer Sessions Vol. 6,189,Instrumental,87.5,0.339,0.141,0.259,0.906,0.059
Night for Love,2011,The Weeknd,Pop,5.0,Sad,12,Weeknd Sessions Vol. 6,194,English,110.8,0.714,0.66,0.41,0.313,0.11
Silence and Again (Electronic),2019,Calvin Harris,Electronic,4.56,Happy,71,Harris Sessions Vol. 2,219,Instrumental,119.0,0.854,0.935,0.683,0.093,0.062
Sonu's Love to Paradise,2018,Sonu Nigam,Bollywood,3.8,Romantic,18,Nigam Sessions Vol. 1,240,Hindi,119.5,0.553,0.726,0.913,0.237,0.08
Memories with Sun,2016,Phoebe Bridgers,Indie,4.7,Happy,29,Bridgers Sessions Vol. 5,174,English,119.0,0.589,0.64,0.439,0.61,0.101
Light to Silence,2019,Drake,Hip-Hop,4.45,Energetic,3,Drake Sessions Vol. 2,222,English,95.7,0.893,0.688,0.612,0.082,0.202
River in Gravity,2009,Norah Jones,Jazz,4.44,Chill,52,Jones Sessions Vol. 4,207,English,89.1,0.614,0.438,0.311,0.409,0.047
Imagine's Dance to Waves (Rock),2002,Imagine Dragons,Rock,4.01,Chill,30,Dragons Sessions Vol. 4,158,English,107.0,0.656,0.444,0.411,0.092,0.046
Horizon the River,1994,Drake,Hip-Hop,4.14,Chill,7,Drake Sessions Vol. 6,270,English,103.8,0.704,0.508,0.601,0.085,0.385
Glow to Waves,2023,BTS,K-Pop,5.0,Calm,15,BTS Sessions Vol. 6,249,Korean,93.1,0.676,0.874,0.501,0.194,0.089
Love in River (Indie),2002,Phoebe Bridgers,Indie,3.95,Energetic,120,Bridgers Sessions Vol. 3,162,English,132.5,0.672,0.658,0.153,0.524,0.1
River in River,1993,Norah Jones,Jazz,4.42,Calm,1,Jones Sessions Vol. 2,252,English,93.9,0.051,0.274,0.401,0.536,0.081
Fire for Gravity,1997,TWICE,K-Pop,3.62,Happy,27,TWICE Sessions Vol. 6,269,Korean,110.6,0.902,0.761,0.86,0.459,0.067
Home for Dreams,1997,Ludovico Einaudi,Classical,3.18,Sad,55,Einaudi Sessions Vol. 4,243,Instrumental,66.8,0.191,0.116,0.251,0.87,0.009
Moon the Horizon,2014,Sonu Nigam,Bollywood,5.0,Happy,98,Nigam Sessions Vol. 1,309,Hindi,104.6,0.77,0.849,0.77,0.168,0.0
Sun to Sun,1990,Yiruma,Classical,3.84,Sad,16,Yiruma Sessions Vol. 2,174,Instrumental,86.3,0.385,0.366,0.212,0.893,0.009
Fire and Gravity,2017,Arctic Monkeys,Indie,4.43,Sad,1,Monkeys Sessions Vol. 3,185,English,117.4,0.546,0.521,0.66,0.303,0.077
Dreams of Alone,2004,Diana Krall,Jazz,4.21,Calm,53,Krall Sessions Vol. 1,124,English,87.5,0.387,0.617,0.475,0.542,0.061
Echoes to Paradise,1990,Coldplay,Rock,4.58,Energetic,11,Coldplay Sessions Vol. 4,235,English,107.0,0.8,0.608,0.511,0.089,0.108
Foo's Roads for Forever,2000,Foo Fighters,Rock,5.0,Energetic,52,Fighters Sessions Vol. 5,228,English,97.5,0.984,0.571,0.324,0.177,0.079
Glow to Glow,1997,Kamasi Washington,Jazz,4.57,Calm,18,Washington Sessions Vol. 6,181,Instrumental,99.2,0.279,0.474,0.564,0.632,0.044
Fire the Alone,2017,BLACKPINK,K-Pop,4.37,Happy,37,BLACKPINK Sessions Vol. 2,249,Korean,109.0,0.714,0.78,0.964,0.183,0.091
Waves for Dreams,2017,Nicki Minaj,Hip-Hop,3.57,Chill,13,Minaj Sessions Vol. 3,177,English,85.4,0.632,0.799,0.32,0.204,0.141
Alone of Dance,1998,J Balvin,Latin,4.61,Sad,49,Balvin Sessions Vol. 2,210,Spanish,92.7,0.536,0.786,0.403,0.192,0.104
Memories for Storm,2015,Yiruma,Classical,4.42,Sad,78,Yiruma Sessions Vol. 4,239,Instrumental,90.4,0.267,0.257,0.149,0.935,0.033
Forever in Dance,2010,Lorde,Indie,4.81,Calm,17,Lorde Sessions Vol. 4,213,English,94.4,0.393,0.472,0.527,0.421,0.033
Memories for Dance,2004,J Balvin,Latin,4.08,Chill,24,Balvin Sessions Vol. 3,161,Spanish,115.3,0.614,0.532,0.688,0.241,0.0
Hold to Love,1992,Zedd,Electronic,4.9,Happy,2,Zedd Sessions Vol. 6,242,Instrumental,106.8,0.792,0.852,0.944,0.093,0.088
Sun and Fire,1991,Marshmello,Electronic,5.0,Sad,3,Marshmello Sessions Vol. 4,226,English,139.7,0.748,0.707,0.68,0.038,0.007
Echoes to Waves,2011,J. Cole,Hip-Hop,4.48,Chill,5,Cole Sessions Vol. 1,197,English,100.8,0.742,0.745,0.573,0.057,0.235
Glow for Paradise,2005,Norah Jones,Jazz,3.94,Calm,7,Jones Sessions Vol. 6,256,English,102.3,0.264,0.58,0.689,0.529,0.047
Moon to Night,2004,Coldplay,Rock,3.99,Energetic,69,Coldplay Sessions Vol. 2,157,English,107.3,0.792,0.472,0.45,0.298,0.057
Love of Stars,1994,Diana Krall,Jazz,3.79,Melancholic,72,Krall Sessions Vol. 1,166,English,67.0,0.403,0.473,0.456,0.667,0.035
Echoes for Sun,2024,BLACKPINK,K-Pop,4.09,Melancholic,11,BLACKPINK Sessions Vol. 4,145,Korean,133.0,0.781,0.725,0.694,0.134,0.107
Alone and Rush,1990,Ludovico Einaudi,Classical,4.02,Calm,227,Einaudi Sessions Vol. 1,273,Instrumental,60.0,0.364,0.24,0.598,0.921,0.0
Echoes for Light,2021,Travis Scott,Hip-Hop,4.28,Chill,60,Scott Sessions Vol. 3,188,English,114.6,0.642,0.629,0.471,0.147,0.075
Dreams the Night,2024,Linkin Park,Rock,3.9,Happy,6,Park Sessions Vol. 3,199,English,120.3,0.611,0.653,0.807,0.119,0.115
Home to Sky,2007,Ludovico Einaudi,Classical,4.35,Melancholic,4,Einaudi Sessions Vol. 6,273,Instrumental,60.0,0.28,0.275,0.351,0.88,0.015
Moon in Sky,2006,Kamasi Washington,Jazz,4.8,Melancholic,10,Washington Sessions Vol. 4,167,Instrumental,102.5,0.416,0.491,0.491,0.562,0.088
River and Dance (Pop),2002,Olivia Rodrigo,Pop,5.0,Happy,64,Rodrigo Sessions Vol. 4,151,English,100.0,0.741,0.786,0.918,0.039,0.071
Forever in Echoes (Indie),2019,Tame Impala,Indie,4.37,Energetic,3,Impala Sessions Vol. 3,191,English,94.1,0.604,0.445,0.163,0.564,0.103
Heart the Again,1999,Shakira,Latin,4.01,Chill,13,Shakira Sessions Vol. 5,171,Spanish,139.7,0.798,0.854,0.617,0.039,0.144
Fire the Heart,2015,Phoebe Bridgers,Indie,3.79,Chill,8,Bridgers Sessions Vol. 6,166,English,96.1,0.534,0.61,0.485,0.346,0.062
Roads in River,2001,Hans Zimmer,Classical,3.62,Calm,16,Zimmer Sessions Vol. 4,226,Instrumental,96.9,0.238,0.202,0.632,0.903,0.006
Alone in Sky,2019,BLACKPINK,K-Pop,3.59,Chill,51,BLACKPINK Sessions Vol. 4,172,Korean,99.5,0.54,0.705,0.589,0.168,0.087
Fire in Memories,2010,Taylor Swift,Pop,4.5,Energetic,44,Swift Sessions Vol. 4,220,English,115.5,0.821,0.86,0.388,0.491,0.072
Memories and Waves (Latin),1994,Rosalía,Latin,4.81,Chill,64,Rosalía Sessions Vol. 6,222,Spanish,107.4,0.675,0.653,0.544,0.0,0.165
Paradise the Sky,2004,Avicii,Electronic,4.46,Romantic,58,Avicii Sessions Vol. 2,177,Instrumental,114.6,0.691,0.657,0.655,0.013,0.039
Hold to Memories,2018,Bad Bunny,Latin,2.72,Energetic,76,Bunny Sessions Vol. 3,219,Spanish,104.4,0.877,0.808,0.494,0.096,0.15
Light and Heart,2021,Olivia Rodrigo,Pop,4.01,Happy,34,Rodrigo Sessions Vol. 5,254,English,99.5,1.0,0.764,0.927,0.0,0.0
Stars the Storm,1996,Avicii,Electronic,4.0,Energetic,14,Avicii Sessions Vol. 4,233,Instrumental,128.3,0.863,0.802,0.478,0.114,0.021
River with Again,2017,Coldplay,Rock,3.83,Energetic,45,Coldplay Sessions Vol. 6,283,English,137.9,0.908,0.853,0.24,0.345,0.097
Horizon of River,2009,Jamie Cullum,Jazz,4.37,Calm,4,Cullum Sessions Vol. 2,183,Instrumental,79.2,0.541,0.614,0.272,0.704,0.059
Alone the River,2025,BLACKPINK,K-Pop,3.93,Happy,9,BLACKPINK Sessions Vol. 6,254,Korean,135.4,0.879,0.807,0.804,0.191,0.141
Storm with Fire,2003,Coldplay,Rock,4.36,Happy,25,Coldplay Sessions Vol. 3,225,English,124.4,0.809,0.843,0.55,0.384,0.029
Dance and Fire,2005,J. Cole,Hip-Hop,4.53,Calm,7,Cole Sessions Vol. 6,230,English,93.7,0.559,0.787,0.273,0.137,0.36
Horizon for Dreams,2021,Kamasi Washington,Jazz,2.61,Sad,43,Washington Sessions Vol. 6,206,English,113.2,0.658,0.59,0.578,0.413,0.0
River of Storm,2012,Yiruma,Classical,4.87,Sad,27,Yiruma Sessions Vol. 3,217,Instrumental,76.2,0.115,0.292,0.143,0.932,0.013
Feel for Light,2005,Shakira,Latin,4.71,Chill,9,Shakira Sessions Vol. 2,187,Spanish,133.4,0.537,0.698,0.667,0.0,0.04
Glow with Hold (Indie),2016,Lorde,Indie,4.29,Motivational,8,Lorde Sessions Vol. 3,223,English,80.5,0.731,0.737,0.335,0.292,0.06
Echoes and Love,2017,Bad Bunny,Latin,3.69,Happy,15,Bunny Sessions Vol. 2,293,Spanish,121.7,0.606,0.764,0.831,0.174,0.136
Dreams with Again,2020,J. Cole,Hip-Hop,4.39,Energetic,18,Cole Sessions Vol. 3,173,English,99.2,0.744,0.602,0.585,0.212,0.482
Gravity for Home,2024,Drake,Hip-Hop,4.84,Romantic,9,Drake Sessions Vol. 6,223,English,77.4,0.771,0.857,0.627,0.0,0.153
Fire to Home,2013,Imagine Dragons,Rock,3.94,Motivational,52,Dragons Sessions Vol. 1,242,English,147.3,0.738,0.925,0.185,0.222,0.023
Storm and Gravity (Pop),2012,Olivia Rodrigo,Pop,4.72,Energetic,3,Rodrigo Sessions Vol. 1,183,English,111.4,0.752,0.774,0.389,0.275,0.031
Forever the Glow,2012,Norah Jones,Jazz,4.99,Chill,12,Jones Sessions Vol. 1,208,Instrumental,109.2,0.433,0.611,0.505,0.6,0.028
River of Roads,2016,J. Cole,Hip-Hop,4.02,Sad,7,Cole Sessions Vol. 5,176,English,92.0,0.707,0.643,0.562,0.023,0.15
